U,BAN001041,BAN001041@octank.com,MAC004699
U,BAN001042,BAN001042@octank.com,MAC004701
U,BAN001043,BAN001043@octank.com,MAC004702
U,BAN001044,BAN001044@octank.com,MAC004705
U,BAN001045,BAN001045@octank.com,MAC004706
U,BAN001046,BAN001046@octank.com,MAC004707
U,BAN001047,BAN001047@octank.com,MAC004727
U,BAN001048,BAN001048@octank.com,MAC004730
U,BAN001049,BAN001049@octank.com,MAC004736
U,BAN001050,BAN001050@octank.com,MAC000011
U,BAN001051,BAN001051@octank.com,MAC000046
U,BAN001052,BAN001052@octank.com,MAC000067
U,BAN001053,BAN001053@octank.com,MAC000100
U,BAN001054,BAN001054@octank.com,MAC000107
U,BAN001055,BAN001055@octank.com,MAC000410
U,BAN001056,BAN001056@octank.com,MAC000433
U,BAN001057,BAN001057@octank.com,MAC000860
U,BAN001058,BAN001058@octank.com,MAC000913
U,BAN001059,BAN001059@octank.com,MAC001119
U,BAN001060,BAN001060@octank.com,MAC001205
U,BAN001061,BAN001061@octank.com,MAC001244
U,BAN001062,BAN001062@octank.com,MAC001340
U,BAN001063,BAN001063@octank.com,MAC001409
U,BAN001064,BAN001064@octank.com,MAC001480
U,BAN001065,BAN001065@octank.com,MAC001484
U,BAN001066,BAN001066@octank.com,MAC001485
U,BAN001067,BAN001067@octank.com,MAC001524
U,BAN001068,BAN001068@octank.com,MAC001551
U,BAN001069,BAN001069@octank.com,MAC001607
U,BAN001070,BAN001070@octank.com,MAC001675
U,BAN001071,BAN001071@octank.com,MAC001816
U,BAN001072,BAN001072@octank.com,MAC001932
U,BAN001073,BAN001073@octank.com,MAC002076
U,BAN001074,BAN001074@octank.com,MAC002147
U,BAN001075,BAN001075@octank.com,MAC002242
U,BAN001076,BAN001076@octank.com,MAC002369
U,BAN001077,BAN001077@octank.com,MAC002739
U,BAN001078,BAN001078@octank.com,MAC003026
U,BAN001079,BAN001079@octank.com,MAC003086
U,BAN001080,BAN001080@octank.com,MAC003112
U,BAN001081,BAN001081@octank.com,MAC003177
U,BAN001082,BAN001082@octank.com,MAC003205
U,BAN001083,BAN001083@octank.com,MAC003209
U,BAN001084,BAN001084@octank.com,MAC003215
U,BAN001085,BAN001085@octank.com,MAC003217
U,BAN001086,BAN001086@octank.com,MAC003437
U,BAN001087,BAN001087@octank.com,MAC003549
U,BAN001088,BAN001088@octank.com,MAC003704
U,BAN001089,BAN001089@octank.com,MAC004057
U,BAN001090,BAN001090@octank.com,MAC004265
U,BAN001091,BAN001091@octank.com,MAC004286
U,BAN001092,BAN001092@octank.com,MAC004309
U,BAN001093,BAN001093@octank.com,MAC004359
U,BAN001094,BAN001094@octank.com,MAC004952
U,BAN001095,BAN001095@octank.com,MAC005046
U,BAN001096,BAN001096@octank.com,MAC005054
U,BAN001097,BAN001097@octank.com,MAC005085
U,BAN001098,BAN001098@octank.com,MAC005096
U,BAN001099,BAN001099@octank.com,MAC005125
U,BAN001100,BAN001100@octank.com,MAC000010
U,BAN001101,BAN001101@octank.com,MAC000043
U,BAN001102,BAN001102@octank.com,MAC000089
U,BAN001103,BAN001103@octank.com,MAC000091
U,BAN001104,BAN001104@octank.com,MAC000119
U,BAN001105,BAN001105@octank.com,MAC000946
U,BAN001106,BAN001106@octank.com,MAC000965
U,BAN001107,BAN001107@octank.com,MAC001016
U,BAN001108,BAN001108@octank.com,MAC001118
U,BAN001109,BAN001109@octank.com,MAC001297
U,BAN001110,BAN001110@octank.com,MAC001951
U,BAN001111,BAN001111@octank.com,MAC002188
U,BAN001112,BAN001112@octank.com,MAC002246
U,BAN001113,BAN001113@octank.com,MAC002300
U,BAN001114,BAN001114@octank.com,MAC003372
U,BAN001115,BAN001115@octank.com,MAC003436
U,BAN001116,BAN001116@octank.com,MAC003439
U,BAN001117,BAN001117@octank.com,MAC003528
U,BAN001118,BAN001118@octank.com,MAC003581
U,BAN001119,BAN001119@octank.com,MAC003626
U,BAN001120,BAN001120@octank.com,MAC003638
U,BAN001121,BAN001121@octank.com,MAC003682
U,BAN001122,BAN001122@octank.com,MAC003684
U,BAN001123,BAN001123@octank.com,MAC003722
U,BAN001124,BAN001124@octank.com,MAC003753
